"","Name","Rk","Age","ORG","Highest_LVL","POS","Future_Role","Report","obs","word_count","sd","ave_sentiment"
"56","Alex Jackson","11","24.1","ATL","MLB","C",4.5,"Not only does Jackson have the highest hard hit rate (95 mph or above) in this system, he has one of the highest in the minors, as 51% of his balls in play last year were scorched. His epicurean approach at the plate, and what it does to his peripherals, makes Jackson a hit-tool risk, and at most other positions that would be very scary. While he is still not a great catcher, he improved considerably in 2019 defensively, particularly at framing, by copying some of Tyler Flowers‘ methods. The league average wRC+ at catcher before framing quantification was in the low 90s. If things return to that level, Jackson’s power should enable him to profile everyday. He could be more of a backup, DH/1B sort for a few years and fall into an everyday role toward the end of our six-year evaluation window.",56,145,0.433960153570653,-0.101685286118558
"57","Jasseel De La Cruz","12","22.6","ATL","AA","RHP",4,"De La Cruz is sitting 91-97 and touching 99 as a starter, and it’s reasonable to expect that he will be parked toward the top of that velocity range in relief, which is where we have him projected. It’s rare for deliveries as chaotic and violent as De La Cruz’s to root into a rotation, but with his arm strength and the power, downward action on his slider, he could end up with high-leverage stuff. He’s now on the 40-man.",57,83,0.214508093183905,0.15743547529639
"58","Michael Harris","13","18.9","ATL","A","RF",4,"Harris would have been an elite college player with top-five round ability both as a hitter and a pitcher, but most scouts preferred him on the mound. He was used unusually during his senior spring, and some scouts think that he could be 90-93 with everything average to above within 12 months in a pro setting, counting on his quick arm and above average athleticism, projectable frame, and his limited showcase presence and coaching in the projection.",58,76,0.230417494083208,0.458821785529931
"59","Victor Vodnik","14","20.3","ATL","A","RHP",4,"Vodnik got on the national stage hitting 97 mph in the fall before his draft year, but his size and 87-90 mph draft spring velo kept him from becoming a high pick. The Braves scooped him up late and got him back to 92-95, touching 98 mph, with solid average offspeed in instructional league the fall after the draft. He made another stuff jump in 2019.",59,61,0.0895978670381041,-0.0757699776213464
"60","Vaughn Grissom","15","19.0","ATL","R","SS",4,"Because he was a high school teammate of 2019 fifth overall pick Riley Greene, Grissom was heavily scouted as he broke out during his senior spring, rising from a pocket follow to an early round prospect. The Braves saved money on their picks in the top 10 round so they could splurge on prep prospects who slipped. Grissom wanted to be a Brave and Atlanta scouted him closely all spring, convinced he could stick at shortstop, despite a 6-foot-3, 180 pound frame that had many scouts assuming he’d move off the position. His tools are average to a hair above across the board, and his offensive approach is more power-over-bat.",60,110,0.373098249548607,0.154544448051486
"61","Huascar Ynoa","16","21.6","ATL","MLB","RHP",4,"In many ways, Ynoa is like De La Cruz: a minor league starter with big time arm strength who ultimately projects in the bullpen. In fact, some industry feedback on this org list thought Ynoa, who is a little younger than De La Cruz and a level ahead of him in the minors, belonged higher. But Ynoa’s slider has horizontal wipe and relies more on location to miss bats, and he doesn’t stick it there consistently, whereas others in the system are more likely to have an impact breaking ball. The Braves briefly tried Ynoa in the bullpen last year before returning him to the rotation for most of the summer, but we think he’ll ultimately end up in middle relief role.",61,125,0.315776833429668,-0.00330052207607621
"62","Freddy Tarnok","17","21.2","ATL","A+","RHP",4,"Tarnok was primarily a hitter in high school, and many teams didn’t take him seriously as a pitcher or even see him multiple times until late in the spring. The Braves were the team highest on him, and talked him into giving pitching a shot full-time with a well-over-slot bonus.",62,54,0.224082952585129,0.0762921916954732
"63","CJ Alexander","18","23.5","ATL","AA","3B",3.5,"Alexander (the brother of D-backs shortstop prospect Blaze Alexander) slid to the 20th round due to questions about his profile as a large-framed, power-first, likely first baseman who had only player at the JC level and was 22 just after the draft. He answered many of these questions with a big pro debut, getting to Hi-A and playing in instructs, where his defense at third base was better than expected as was his hit ability against pro-level pitching. The profile is now a prospect who’s a lefty stick who can play all four corner spots, but his progress slowed with an injury-marred 2019. He’s still a hair ahead of Trey Harris and Greyson Jenista in the bench power bat competition near the bottom of the list.",63,132,0.300836758654985,0.228738406797976
"64","Jeremy Walker","19","24.6","ATL","MLB","RHP",3.5,"Walker is a big, athletic kid who’s always had an above average sinker — which got into the mid-90s deep into games — along with two good breaking balls and control. But his command, changeup, and the optimization of his tools kept him from reaching his potential as a starter. In 2019, the Braves moved him to the bullpen, and things went well, leading to a late-season cup of coffee. Walker leaned into the heavy sinker and the curveball and found something that works for him. The role is a groundball middle reliever who could also be a longman who goes multiple innings, but the upside is basically just a 40 FV if he gets there.",64,115,0.154128277618163,0.186304532546238
"65","Stephen Paolini","20","19.2","ATL","R","CF",3.5,"Paolini was known to most Northeast area scouts entering the spring of 2019, but as a kid who wasn’t good enough at the Area Code Games tryouts the summer before to go see again in the spring when the weather warmed up. Atlanta was one of the only teams that scouted him heavily; in face, many teams didn’t turn him in at all. The Braves came up with $600,000 to buy him out of a commitment to Elon as a pure tools bet.",65,83,0.172064066311533,0.182773129059496
"66","Greyson Jenista","21","23.1","ATL","AA","RF",3.5,"Jenista had mid-first round buzz at times leading up to his draft year, with a deceptively-athletic body that packed plus raw power, average speed, and an above average arm into a 6-foot-4, 240 pound frame. We dinged him at draft time for having too flat of a swing plane for his type of player, and cautioned that he may age quicker than other similarly-aged and tooled guys.",66,69,0.0809236829039581,0.109444981726688
